product_id,name,manufacturer,laptop_height_mm,laptop_width_mm,cpu_boost_clock_ghz,root_price_vnd,cpu_threads,cpu_cores,ram_speed,discounted_price_vnd,ram_type,refresh_rate_hz,cpu_base_clock_ghz,ram_slots,battery_capacity_wh,cpu_model,vga_type,laptop_depth_mm,vga_vram_gb,laptop_camera
0220042002723__l137_20250402-105034,Laptop Lenovo ThinkPad E14 Gen 6 Ultra 7 155U/16GB/512GB/Win11 (21M7004UVN),lenovo,219.3,313.0,4.8,28790000.0,14.0,12.0,5600.0,27790000.0,ddr5,60.0,1.7,2.0,47.0,155u,card tích hợp,17.99,,Full HD
0220042002724__l201_20250402-105034,Laptop Lenovo ThinkBook 16 G7 Ultra 5 125U/16GB/512GB/Win11 (21MS007GVN),lenovo,253.5,356.0,4.3,23690000.0,14.0,12.0,5600.0,22190000.0,ddr5,60.0,1.3,2.0,45.0,125u,card tích hợp,17.5,,Full HD
0220042002725__l116_20250402-105034,Laptop Lenovo V14 G4 i7 1355U/16GB/512GB/Win11 (83A00012VN),lenovo,215.2,324.2,5.0,19990000.0,12.0,10.0,3200.0,17990000.0,ddr4,60.0,1.7,2.0,38.0,1355u,card tích hợp,19.9,,HD
0220042002727__l184_20250402-105034,Laptop HP Envy x360 14 fc0094TU Ultra 5 125U/16GB/512GB/Win11 (A19C4PA),hp,218.9,313.3,4.3,29490000.0,14.0,12.0,6400.0,26190000.0,lpddr5,60.0,1.3,0.0,59.0,125u,card tích hợp,16.9,,Full HD
0220042002728__l217_20250402-105034,Laptop HP Envy x360 14 fc0089TU Ultra 7 155U/16GB/512GB/Win11 (A19BZPA),hp,218.9,313.3,4.8,33490000.0,14.0,12.0,6400.0,30890000.0,lpddr5,60.0,1.7,0.0,59.0,155u,card tích hợp,16.9,,Full HD
0220042002733__l52_20250402-105034,Laptop HP Pavilion X360 14 ek2024TU Core 5 120U/16GB/512GB/Win11 (9Z2V6PA),hp,210.0,322.0,5.0,24990000.0,12.0,10.0,3200.0,23990000.0,ddr4,60.0,1.4,0.0,43.0,120u,card tích hợp,18.9,,Full HD
0220042002734__l70_20250402-105034,Laptop HP Pavilion X360 14 ek2027TU Core 7 150U/16GB/512GB/Win11 (9Z2V9PA),hp,210.0,322.0,5.4,28290000.0,12.0,10.0,3200.0,27190000.0,ddr4,60.0,,0.0,43.0,150u,card tích hợp,18.9,,Full HD
0220042002735__l249_20250402-105034,Laptop HP Envy X360 14 fc0083TU Ultra 7 155U/32GB/1TB/Touch/Pen/Win11 (A19BSPA),hp,218.9,313.3,4.8,,14.0,12.0,6400.0,,lpddr5,60.0,1.7,0.0,59.0,155u,card tích hợp,16.9,,Full HD
0220042002736__l18_20250402-105034,Laptop Acer Aspire Lite 14 51M 36MH i3 1215U/8GB/256GB/Win11 (NX.KTVSV.001),acer,218.0,313.3,4.4,10490000.0,8.0,6.0,4800.0,9990000.0,ddr5,60.0,1.2,2.0,58.0,1215u,card tích hợp,16.9,,Full HD
0220042002737__l12_20250402-105034,Laptop Acer Aspire Lite 14 51M 36PN i3 1215U/8GB/512GB/Win11 (NX.KTWSV.001),acer,218.0,313.3,4.4,10990000.0,8.0,6.0,4800.0,10390000.0,ddr5,60.0,1.2,2.0,58.0,1215u,card tích hợp,16.9,,Full HD
0220042002751__l219_20250402-105034,Laptop HP Probook 450 G10 i5 1335U/16GB/512GB/Win11 (9H1N5PT),hp,233.9,359.4,4.6,22590000.0,12.0,10.0,3200.0,21490000.0,ddr4,60.0,1.3,2.0,51.0,1335u,card tích hợp,19.9,,HD
0220042002738__l167_20250402-105034,Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/OfficeHS/Win11 (N5640-C7U161W11IBU),dell,249.52,356.78,5.4,27490000.0,12.0,10.0,5200.0,25990000.0,ddr5,60.0,,2.0,54.0,150u,card tích hợp,17.37,,Full HD
0220042002739__l252_20250402-105034,Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/2GB MX570A/120Hz/OfficeHS/Win11 (N6I7512W1),dell,249.52,356.78,5.4,34690000.0,12.0,10.0,5200.0,32490000.0,ddr5,120.0,,2.0,54.0,150u,card rời,17.37,2.0,Full HD
0220042002741__l179_20250402-105034,Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 5 125H/16GB/512GB/Win11 (83DA001NVN),lenovo,221.0,312.0,4.5,22690000.0,18.0,14.0,7467.0,20190000.0,lpddr5,60.0,1.2,0.0,57.0,125h,card tích hợp,16.9,,Full HD
0220042002742__l26_20250402-105034,Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/6GB RTX3050/144Hz/Win11 (83GS00D9VN),lenovo,258.7,359.86,4.4,25490000.0,12.0,8.0,4800.0,22690000.0,ddr5,144.0,,2.0,60.0,12450hx,card rời,23.9,6.0,HD
0220042002808__l30_20250402-105034,Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (AG2J5AT),hp,225.9,324.0,4.4,13690000.0,8.0,6.0,3200.0,11190000.0,ddr4,60.0,1.2,2.0,41.0,1215u,card tích hợp,19.9,,HD
0220042002744__l62_20250402-105034,Laptop HP 15 fd1063TU Ultra 5 125H/16GB/512GB/Win11 (9Z2Y1PA),hp,236.0,359.8,4.5,20990000.0,18.0,14.0,5600.0,18690000.0,ddr5,60.0,1.2,2.0,41.0,125h,card tích hợp,18.6,,HD
0220042002745__l1_20250402-105034,Laptop HP 15 fc0085AU R5 7430U/16GB/512GB/Win11 (A6VV8PA),hp,236.0,359.8,4.3,15190000.0,12.0,6.0,3200.0,13690000.0,ddr4,60.0,2.3,2.0,41.0,7430u,card tích hợp,18.6,,HD
0220042002746__l257_20250402-105034,Laptop MSI Gaming Cyborg 15 A13VFK i7 13620H/16GB/512GB/8GB RTX4060/144Hz/Win11 (876VN),msi,250.34,359.36,4.9,,16.0,10.0,5200.0,29990000.0,ddr5,144.0,2.4,2.0,53.5,13620h,card rời,22.9,8.0,HD
0220042002747__l277_20250402-105034,Laptop MSI Gaming Katana A15 AI B8VG R9 8945HS/16GB/1TB/8GB RTX4070/144Hz/Balo/Lót chuột/Chuột/Win11 (466VN),msi,259.0,359.0,5.2,,16.0,8.0,5600.0,,ddr5,144.0,4.0,2.0,53.5,8945hs,card rời,24.9,8.0,HD
0220042002750__l132_20250402-105034,Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (9T2G2PT),hp,225.9,324.0,4.4,19590000.0,12.0,10.0,3200.0,15890000.0,ddr4,60.0,1.3,2.0,41.04,1235u,card tích hợp,19.9,,HD
0220042002752__l220_20250402-105034,Laptop HP Probook 450 G10 i7 1355U/16GB/512GB/Win11 (9H8H1PT),hp,233.9,359.4,5.0,26990000.0,12.0,10.0,3200.0,24990000.0,ddr4,60.0,1.7,2.0,51.0,1355u,card tích hợp,19.9,,HD
0220042002753__l145_20250402-105034,Laptop HP Elitebook 630 G10 i7 1355U/16GB/512GB/Win11 (9H1N9PT),hp,208.4,306.9,5.0,27790000.0,12.0,10.0,3200.0,27490000.0,ddr4,60.0,1.7,2.0,42.0,1355u,card tích hợp,15.9,,HD
0220042002756__l146_20250402-105034,Laptop Acer Swift Go 14 41 R251 R5 7430U/16GB/1TB/Win11 (NX.KG3SV.005),acer,211.72,321.71,4.3,19490000.0,12.0,6.0,4800.0,18190000.0,lpddr4,60.0,2.3,0.0,50.0,7430u,card tích hợp,15.9,,Full HD
0220042002757__l218_20250402-105034,Laptop Acer Aspire 5 A515 58M 79R7 i7 13620H/16GB/512GB/Win11 (NX.KQ8SV.007),acer,237.5,362.9,4.9,20990000.0,16.0,10.0,4800.0,17990000.0,lpddr5,60.0,2.4,0.0,50.0,13620h,card tích hợp,17.9,,Full HD
0220042002758__l92_20250402-105034,Laptop Acer Aspire Lite AL16 51P 596H i5 1235U/8GB/512GB/Win11 (NX.KWZSV.002),acer,247.0,357.6,4.4,13990000.0,12.0,10.0,4800.0,12490000.0,ddr5,60.0,1.3,2.0,58.0,1235u,card tích hợp,18.9,,Full HD
0220042002759__l129_20250402-105034,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I5340W1),dell,235.56,358.5,4.6,19990000.0,12.0,10.0,2666.0,18490000.0,ddr4,120.0,1.3,2.0,41.0,1334u,card tích hợp,18.99,,HD
0220042002762__l125_20250402-105034,Laptop MSI Modern 14 C13M i5 1335U/16GB/512GB/Win11 (611VN),msi,223.0,319.9,4.6,18490000.0,12.0,10.0,3200.0,14190000.0,ddr4,60.0,1.3,0.0,39.3,1335u,card tích hợp,19.35,,HD
0220042002765__l264_20250402-105034,Laptop Dell XPS 13 9340 Ultra 7 155H/16GB/1TB/OfficeHS/Win11 (HXRGT),dell,199.0,295.3,4.8,59990000.0,22.0,16.0,7467.0,53490000.0,lpddr5,60.0,,0.0,55.0,155h,card tích hợp,15.3,,HD
0220042002775__l237_20250402-105034,Laptop Dell Latitude 3440 i7 1355U/16GB/512GB/Win11 (71038103),dell,240.0,359.0,5.0,26990000.0,12.0,10.0,3200.0,23990000.0,ddr4,60.0,1.7,2.0,42.0,1355u,card tích hợp,20.44,,Full HD
0220042002809__l224_20250402-105034,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043883),dell,235.56,358.5,4.4,16990000.0,12.0,10.0,2666.0,16490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002778__l49_20250402-105034,Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1546W),asus,232.5,359.7,4.4,16990000.0,12.0,10.0,3200.0,14090000.0,ddr4,60.0,1.3,2.0,42.0,1235u,card tích hợp,17.9,,HD
0220042002779__l78_20250402-105034,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 5 125H/16GB/512GB/Win11,asus,220.1,312.4,4.5,28990000.0,18.0,14.0,5200.0,26690000.0,lpddr5,120.0,1.2,0.0,75.0,125h,card tích hợp,14.9,,Full HD
0220042002780__l75_20250402-105034,Laptop Dell Latitude 3440 i5 1235U/16GB/512GB/Win11 (L3440-I51235U-16G512G),dell,219.43,322.17,4.4,18990000.0,12.0,10.0,3200.0,16990000.0,ddr4,60.0,1.3,2.0,41.0,1235u,card tích hợp,19.37,,Full HD
0220042002781__l86_20250402-105034,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U165W11SLU),dell,235.56,358.5,4.6,19990000.0,12.0,10.0,2666.0,18490000.0,ddr4,120.0,1.3,2.0,41.0,1334u,card tích hợp,18.99,,HD
0220042002782__l206_20250402-105034,Laptop Dell Vostro 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (V3520-i5U165W11GRU),dell,235.56,358.5,4.4,16990000.0,12.0,10.0,2666.0,16490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002785__l211_20250402-105034,Laptop Lenovo ThinkBook 14 Ultra 7 155U/16GB/512GB/Win11 (21MR0072VN),lenovo,224.0,313.5,4.8,27390000.0,14.0,12.0,5600.0,25690000.0,ddr5,60.0,1.7,2.0,45.0,155u,card tích hợp,16.9,,Full HD
0220042002786__l131_20250402-105034,Laptop Lenovo ThinkPad E16 Ultra 7 155H/32GB/1TB/Win11 (21MA004PVN),lenovo,247.7,356.1,4.8,34390000.0,22.0,16.0,5600.0,33390000.0,ddr5,60.0,1.4,2.0,47.0,155h,card tích hợp,19.85,,Full HD
0220042002787__l250_20250402-105034,Laptop Lenovo Thinkpad X13 Ultra 5 125U/16GB/512GB/Win11 Pro (21LU004NVN),lenovo,214.8,301.7,4.3,34990000.0,14.0,12.0,6400.0,33990000.0,lpddr5,60.0,1.3,0.0,54.7,125u,card tích hợp,15.95,,Full HD
0220042002788__l122_20250402-105034,Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 7 155H/32GB/1TB/Win11 (83DA0020VN),lenovo,221.0,312.0,4.8,28690000.0,22.0,16.0,7467.0,26190000.0,lpddr5,60.0,1.4,0.0,57.0,155h,card tích hợp,16.9,,Full HD
0220042002789__l176_20250402-105034,Laptop Lenovo Yoga Pro 7 14IMH9 Ultra 7 155H/32GB/1TB/6GB RTX4050/120Hz/OfficeHS/Win11 (83E2005DVN),lenovo,226.49,325.5,4.8,,22.0,16.0,7467.0,,lpddr5,120.0,1.4,0.0,73.0,155h,card rời,16.6,6.0,Full HD
0220042002795__l73_20250402-105034,Laptop Asus Vivobook S 14 OLED S5406MA Ultra 5 125H/16GB/1TB/120Hz/Win11 (PP136W),asus,221.9,310.5,4.5,26990000.0,18.0,14.0,7467.0,24690000.0,lpddr5,120.0,1.2,0.0,75.0,125h,card tích hợp,15.9,,Full HD
0220042002796__l119_20250402-105034,Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (6L1X8PA),hp,225.9,324.0,4.4,13690000.0,8.0,6.0,3200.0,11190000.0,ddr4,60.0,1.2,2.0,41.04,1215u,card tích hợp,19.9,,HD
0220042002797__l107_20250402-105034,Laptop Dell Vostro 3530 i5 1335U/16GB/512GB/120Hz/OfficeHS/Win11 (80GG93),dell,235.56,358.5,4.6,19990000.0,12.0,10.0,2666.0,18490000.0,ddr4,120.0,1.3,2.0,41.0,1335u,card tích hợp,18.99,,HD
0220042002798__l181_20250402-105034,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/Office365/KYHD/Win11 (N5I7301W1),dell,234.9,358.5,5.0,22390000.0,12.0,10.0,2666.0,21490000.0,ddr4,120.0,1.7,2.0,54.0,1355u,card tích hợp,17.5,,HD
0220042002800__l294_20250402-105034,Laptop Samsung Galaxy Chromebook Go XE340XDA N4500/4GB/32GB/ChromeOS,samsung,225.6,327.1,2.8,11990000.0,2.0,2.0,2933.0,8990000.0,lpddr4,60.0,1.1,0.0,42.3,n4500,card tích hợp,15.9,,HD
0220042002801__l295_20250402-105034,Laptop Samsung Galaxy Chromebook Go XE310XDA N4500/4GB/32GB/ChromeOS,samsung,202.3,287.9,2.8,9990000.0,2.0,2.0,2933.0,7990000.0,lpddr4,60.0,1.1,0.0,40.2,n4500,card tích hợp,15.9,,HD
0220042002803__l127_20250402-105034,Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/4GB RTX2050/144Hz/Win11 (83GS00DBVN),lenovo,258.7,359.86,4.4,23490000.0,12.0,8.0,4800.0,20190000.0,ddr5,144.0,,2.0,60.0,12450hx,card rời,23.9,4.0,HD
0220042002806__l16_20250402-105034,Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (AG2J7AT),hp,225.9,324.0,4.4,19590000.0,12.0,10.0,3200.0,15890000.0,ddr4,60.0,1.3,2.0,41.0,1235u,card tích hợp,19.9,,HD
0220042002807__l163_20250402-105034,Laptop HP Envy X360 14 fa0050AU R5 8640HS/16GB/512GB/Win11 (A29H8PA),hp,218.9,313.3,4.9,28990000.0,12.0,6.0,6400.0,26590000.0,lpddr5,60.0,3.5,0.0,59.0,8640hs,card tích hợp,16.9,,Full HD
0220042002810__l113_20250402-105034,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043885),dell,235.56,358.5,4.6,19990000.0,12.0,10.0,2666.0,18490000.0,ddr4,120.0,1.3,2.0,41.0,1334u,card tích hợp,18.99,,HD
0220042002811__l141_20250402-105034,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71043888),dell,235.56,358.5,5.0,22390000.0,12.0,10.0,2666.0,21490000.0,ddr4,120.0,1.7,2.0,54.0,1355u,card tích hợp,18.99,,HD
0220042002812__l186_20250402-105034,Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/2GB MX570A/OfficeHS/Win11 (KHPF5),dell,249.5,356.7,5.4,,12.0,10.0,5200.0,29490000.0,ddr5,60.0,,2.0,54.0,150u,card rời,19.0,2.0,Full HD
0220042002814__l77_20250402-105034,Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/120Hz/Win11 (MA467W),asus,227.6,356.8,4.7,20990000.0,16.0,12.0,3200.0,18190000.0,ddr4,120.0,2.6,2.0,50.0,13500h,card tích hợp,19.9,,HD
0220042002815__l100_20250402-105034,Laptop Asus Vivobook 15 OLED A1505VA i9 13900H/16GB/512GB/120Hz/OfficeHS/Win11 (MA586WS),asus,227.6,356.8,5.4,25990000.0,20.0,14.0,3200.0,22590000.0,ddr4,120.0,2.6,2.0,50.0,13900h,card tích hợp,19.9,,HD
0220042002821__l221_20250402-105034,Laptop Lenovo Gaming LOQ 15ARP9 R7 7435HS/24GB/512GB/8GB RTX4060/144Hz/Win11 (83JC003YVN),lenovo,258.7,359.86,4.5,,16.0,8.0,4800.0,,ddr5,144.0,3.1,2.0,60.0,7435hs,card rời,23.9,8.0,HD
0220042002817__l202_20250402-105034,Laptop Acer Aspire 3 A315 58 529V i5 1135G7/8GB/256GB/Win11 (NX.ADDSV.00N),acer,238.4,363.4,4.2,,8.0,4.0,2400.0,10990000.0,ddr4,60.0,2.4,1.0,36.7,1135g7,card tích hợp,19.9,,HD
0220042002819__l189_20250402-105034,Laptop Lenovo V15 G5 IRL Core 5 120U/16GB/512GB/Win11 (83HF0000VN),lenovo,235.8,359.2,5.0,19890000.0,12.0,10.0,5200.0,17890000.0,ddr5,60.0,1.4,2.0,47.0,120u,card tích hợp,18.3,,HD
0220042002820__l311_20250402-105034,Laptop Lenovo Thinkpad X13 Ultra 7 155H/32GB/1TB/Win11 Pro (21LU004LVN),lenovo,214.8,301.7,4.8,45590000.0,22.0,16.0,6400.0,44590000.0,lpddr5,60.0,1.4,0.0,54.7,155h,card tích hợp,15.95,,Full HD
0220042002968__l50_20250402-105034,Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (71053682),dell,235.56,358.5,4.7,20590000.0,12.0,10.0,2666.0,19990000.0,ddr4,120.0,1.7,2.0,54.0,1255u,card tích hợp,18.99,,HD
0220042002822__l253_20250402-105034,Laptop Asus Vivobook S 16 OLED M5606WA R9 AI HX 370/32GB/1TB/120Hz/OfficeHS/Win11 (MX072WS),asus,246.9,353.6,5.1,,24.0,12.0,7500.0,,lpddr5,120.0,2.0,0.0,75.0,hx 370,card tích hợp,13.9,,Full HD
0220042002828__l177_20250402-105034,Laptop Lenovo V14 Core 5 120U/16GB/512GB/Win11 (83HD0001VN),lenovo,215.2,324.2,5.0,19490000.0,12.0,10.0,5200.0,17690000.0,ddr5,60.0,1.4,2.0,47.0,120u,card tích hợp,17.9,,HD
0220042002829__l254_20250402-105034,Laptop Dell Inspiron 7440 Core 5 120U/16GB/1TB/OfficeHS/Win11 (N4I5006W1),dell,226.15,314.0,5.0,30990000.0,12.0,10.0,5200.0,28490000.0,ddr5,60.0,1.4,2.0,54.0,120u,card tích hợp,18.9,,Full HD
0220042002830__l245_20250402-105034,Laptop Dell Inspiron 7440 Core 7 150U/16GB/1TB/OfficeHS/Win11 (N7440-C7U161W11IBU),dell,226.15,314.0,5.4,33490000.0,12.0,10.0,5200.0,30990000.0,ddr5,60.0,,2.0,64.0,150u,card tích hợp,18.9,,Full HD
0220042002831__l32_20250402-105034,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U165W11BLU-FP),dell,235.56,358.5,4.4,16990000.0,12.0,10.0,2666.0,16490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002833__l6_20250402-105034,Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1608W),asus,232.5,359.7,4.4,16990000.0,12.0,10.0,3200.0,14090000.0,ddr4,60.0,1.3,2.0,42.0,1235u,card tích hợp,17.9,,HD
0220042002837__l99_20250402-105034,Laptop Acer Swift Lite 14 AI SFL14 51M 56HS Ultra 5 125U/16GB/512GB/Win11 (NX.J1HSV.002),acer,221.9,314.4,4.3,19990000.0,14.0,12.0,4800.0,18390000.0,ddr5,60.0,1.3,2.0,58.0,125u,card tích hợp,17.5,,Full HD
0220042002843__l151_20250402-105034,Laptop Acer Swift Go SFG14 71 74CP i7 13700H/16GB/512GB/OfficeHS/Win11 (NX.KPZSV.004),acer,217.9,312.9,5.0,,20.0,14.0,4800.0,,lpddr5,90.0,2.4,0.0,65.0,13700h,card tích hợp,14.9,,Full HD
0220042002844__l57_20250402-105034,Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (N3520-i5U085W11SLU),dell,235.56,358.5,4.4,15690000.0,12.0,10.0,2666.0,14490000.0,ddr4,120.0,1.3,2.0,41.0,1235u,card tích hợp,18.99,,HD
0220042002846__l193_20250402-105034,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (P16WD2),dell,235.6,358.5,4.6,19190000.0,12.0,10.0,2666.0,18490000.0,ddr4,120.0,1.3,2.0,41.0,1334u,card tích hợp,19.0,,HD
0220042002848__l256_20250402-105034,Laptop Asus Zenbook S 14 UX5406SA Ultra 7 258V/32GB/1TB/120Hz/OfficeHS/Win11 (PV140WS),asus,214.7,310.3,4.8,44990000.0,8.0,8.0,8533.0,40990000.0,lpddr5,120.0,2.2,0.0,72.0,258v,card tích hợp,12.9,,Full HD
0220042002850__l45_20250402-105034,Laptop MSI Modern 15 F13MG i5 1335U/16GB/512GB/Win11 (082VN),msi,235.9,358.9,4.6,17190000.0,12.0,10.0,3200.0,14190000.0,ddr4,60.0,1.3,2.0,45.0,1335u,card tích hợp,19.9,,HD
0220042002851__l319_20250402-105034,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (N5I7240W1),dell,235.56,358.5,5.0,22390000.0,12.0,10.0,2666.0,21490000.0,ddr4,120.0,1.7,2.0,54.0,1355u,card tích hợp,18.99,,HD
0220042002852__l118_20250402-105034,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/1TB/120Hz/OfficeHS/Win11 (N3530-i7U161W11BLU-FP),dell,235.56,358.5,5.0,23490000.0,12.0,10.0,2666.0,22490000.0,ddr4,120.0,1.7,2.0,54.0,1355u,card tích hợp,18.99,,HD
0220042002853__l82_20250402-105034,Laptop HP Envy x360 14 fc0162TU Ultra 5 125U/16GB/512GB/OfficeHS/Win11 (AY8X1PA),hp,218.9,313.3,4.3,29890000.0,14.0,12.0,6400.0,27890000.0,lpddr5,120.0,1.3,0.0,59.0,125u,card tích hợp,16.9,,Full HD
0220042002854__l222_20250402-105034,Laptop HP Probook 460 G11 Ultra 5 125U/16GB/512GB/Win11 (A74BTPT),hp,251.1,359.4,4.3,23690000.0,14.0,12.0,5600.0,22990000.0,ddr5,60.0,1.3,2.0,56.0,125u,card tích hợp,17.0,,Full HD
0220042002855__l287_20250402-105034,Laptop HP Probook 460 G11 Ultra 7 155U/16GB/512GB/Win11 (A74C0PT),hp,251.1,359.4,4.8,27690000.0,14.0,12.0,5600.0,26990000.0,ddr5,60.0,1.7,2.0,56.0,155u,card tích hợp,17.0,,Full HD
0220042002856__l106_20250402-105034,Laptop HP Elitebook 630 G11 Ultra 7 155U/16GB/512GB/Win11 (A7LC5PT),hp,215.1,303.1,4.8,28390000.0,14.0,12.0,5600.0,26990000.0,ddr5,60.0,1.7,2.0,56.0,155u,card tích hợp,17.0,,Full HD
0220042002966__l97_20250402-105034,Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (N3520-i7U165W11BLU-FP),dell,235.56,358.5,4.7,20990000.0,12.0,10.0,2666.0,19990000.0,ddr4,120.0,1.7,2.0,54.0,1255u,card tích hợp,18.99,,HD
0220042002858__l320_20250402-105034,Laptop HP Elitebook X360 830 G11 Ultra 5 135U/16GB/512GB/Win11 Pro (A7RB9PT),hp,216.1,300.0,4.4,43990000.0,14.0,12.0,7467.0,40790000.0,lpddr5,60.0,1.6,0.0,56.0,135u,card tích hợp,16.2,,Full HD
0220042002859__l312_20250402-105034,Laptop HP Elitebook X360 830 G11 Ultra 7 165U/16GB/512GB/Win11 Pro (A7RC0PT),hp,216.1,300.0,4.9,48990000.0,14.0,12.0,7467.0,45290000.0,lpddr5,60.0,1.7,0.0,56.0,165u,card tích hợp,16.2,,Full HD
0220042002860__l313_20250402-105034,Laptop HP Envy X360 14 fa0097AU R5 8640HS/16GB/512GB/OfficeHS/Win11 (AY8U7PA),hp,218.9,313.3,4.9,29590000.0,12.0,6.0,6400.0,26690000.0,lpddr5,120.0,1.3,0.0,59.0,8640hs,card tích hợp,16.9,,Full HD
0220042002861__l296_20250402-105034,Laptop HP Envy X360 14 fc0153TU Ultra 7 155U/32GB/512GB/OfficeHS/Win11 (AY8V4PA),hp,218.9,313.4,4.8,35990000.0,14.0,12.0,6400.0,33190000.0,lpddr5,120.0,1.7,0.0,59.0,155u,card tích hợp,16.9,,Full HD
0220042002862__l278_20250402-105034,Laptop MacBook Pro 14 inch M4 16GB/512GB,apple,221.2,312.6,4.4,39990000.0,,10.0,7500.0,39590000.0,,120.0,3.5,0.0,72.4,hãng không công bố,card tích hợp,15.5,,Full HD
0220042002863__l278_20250402-105034,Laptop MacBook Pro 14 inch M4 16GB/512GB,apple,221.2,312.6,4.4,39990000.0,,10.0,7500.0,39590000.0,,120.0,3.5,0.0,72.4,hãng không công bố,card tích hợp,15.5,,Full HD
0220042002865__l288_20250402-105034,Laptop MacBook Pro 14 inch M4 16GB/1TB,apple,221.2,312.6,4.4,,,10.0,7500.0,44990000.0,,120.0,3.5,0.0,72.4,hãng không công bố,card tích hợp,15.5,,Full HD
0220042002868__l279_20250402-105034,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,apple,221.2,312.6,4.5,49990000.0,,12.0,7500.0,48690000.0,,120.0,3.8,0.0,72.4,hãng không công bố,card tích hợp,15.5,,Full HD
0220042002869__l279_20250402-105034,Laptop MacBook Pro 14 inch M4 Pro 24GB/512GB,apple,221.2,312.6,4.5,49990000.0,,12.0,7500.0,49390000.0,,120.0,3.8,0.0,72.4,hãng không công bố,card tích hợp,15.5,,Full HD
0220042002873__l283_20250402-105034,Laptop MacBook Pro 16 inch M4 Pro 24GB/512GB,apple,248.1,355.7,4.5,64990000.0,,14.0,7500.0,64490000.0,,120.0,3.8,0.0,100.0,hãng không công bố,card tích hợp,16.8,,Full HD
0220042002874__l291_20250402-105034,Laptop MacBook Pro 16 inch M4 Pro 48GB/512GB,apple,248.1,355.7,4.5,74990000.0,,14.0,7500.0,74490000.0,,120.0,3.8,0.0,100.0,hãng không công bố,card tích hợp,16.8,,Full HD
0220042002875__l291_20250402-105034,Laptop MacBook Pro 16 inch M4 Pro 48GB/512GB,apple,248.1,355.7,4.5,74990000.0,,14.0,7500.0,74490000.0,,120.0,3.8,0.0,100.0,hãng không công bố,card tích hợp,16.8,,Full HD
0220042002876__l297_20250402-105034,Laptop MacBook Pro 16 inch M4 Max 36GB/1TB,apple,248.1,355.7,4.5,89990000.0,,14.0,7500.0,87990000.0,,120.0,4.0,0.0,100.0,hãng không công bố,card tích hợp,16.8,,Full HD
0220042002877__l297_20250402-105034,Laptop MacBook Pro 16 inch M4 Max 36GB/1TB,apple,248.1,355.7,4.5,89990000.0,,14.0,7500.0,87990000.0,,120.0,4.0,0.0,100.0,hãng không công bố,card tích hợp,16.8,,Full HD
0220042002878__l14_20250402-105034,Laptop MacBook Air 13 inch M2 16GB/256GB,apple,215.0,304.1,3.5,24990000.0,,8.0,6400.0,21490000.0,,60.0,3.2,0.0,,apple m2,card tích hợp,11.3,,Full HD
